Source,Name,Label,type
"contract CON1{
uint public VAR1;
uint public VAR2;
function FUN1() public{
require(block.timestamp >= VAR2);
msg.sender.transfer(this.balance);
VAR1 = 0;
return;
}
}",30343.sol,0,timestamp
"contract CON1 {
uint256 constant public VAR1 = 1532260800;
uint256 VAR2 = 100;
}",7570.sol,1,timestamp
"contract CON1 {
mapping (address => uint) public VAR1;
function FUN1(address VAR2, uint VAR3) {
uint VAR4 = block.timestamp;
uint VAR5 = VAR4 + 365*24*60*60;
assert(VAR5 > VAR4);
VAR1[VAR2] = VAR5;
return;
}
}",34442.sol,0,timestamp
"contract CON1 {
uint256 constant public VAR1 = 1514764800;
function FUN1() public returns (uint16) {
if (block.timestamp < VAR1)
return 1000;
return 500;
}
}",32175.sol,1,timestamp
"contract CON1 {
uint VAR1 = 18;
}",1851.sol,0,timestamp
"contract CON1 {
struct User {
uint256 VAR1;
uint256 VAR2;
uint256 VAR3;
}
mapping(address => User) public VAR4;
uint256 public VAR5 = 60;
}",50216.sol,1,timestamp
"contract CON1 {
uint public VAR1;
uint public VAR2;
function FUN1() payable returns (bool){
require(block.timestamp < VAR2 && VAR1 > 0);
return true;
}
}",496.sol,0,timestamp
"contract CON1 {
uint256 public constant VAR1 = 12 hours;
uint256 public VAR2 = 0;
uint256 public VAR3 = 0;
function FUN1() internal {
uint256 VAR4 = block.VAR4;
uint256 VAR5 = VAR4 - (VAR4 % VAR1);
if (VAR5 > VAR2) {
VAR2 = VAR5;
VAR3 = 0;
}
return;
}
}",37679.sol,1,timestamp
"contract CON1 {
struct Deposit {
address VAR1;
uint VAR2;
}
uint public VAR3;
uint public VAR4;
mapping (uint => Deposit) public VAR5;
function FUN1() payable {
if(msg.value <= 0) throw;
VAR3 = block.timestamp;
VAR5[VAR4] = Deposit(msg.sender, msg.value);
}
}",33217.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
uint256 public VAR2;
function FUN1() public returns (uint256){
uint256 VAR3 = (block.timestamp - (VAR1));
if (VAR3 > 10) {
VAR3 = 10;
}
VAR2 = VAR3;
return VAR2;
}
}",5142.sol,1,timestamp
"contract CON1 {
address public VAR1;
mapping (address => uint256) public VAR2;
uint256 public VAR3 = 0;
function FUN1() public returns(bool){
require(block.timestamp > VAR3);
bool VAR4 = VAR1.call(bytes4(keccak256(""transfer(address,uint256)"")), msg.sender, VAR2[msg.sender]);
return VAR4;
}
}",12044.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
uint256 public VAR2;
function FUN1() external returns (uint) {
require(block.timestamp > VAR1);
require(VAR2 > 0);
return VAR2;
}
}",4993.sol,0,timestamp
"contract CON1 {
struct Auction {
uint64 VAR1;
uint64 VAR2;
uint64 VAR3;
}
Auction[] public VAR4;
mapping(uint256 => uint256) public VAR5;
uint64 public VAR6 = 172800;
}",12898.sol,1,timestamp
"contract CON1{
mapping(address => uint256) VAR1;
}",6929.sol,1,timestamp
"contract CON1 {
uint[] public VAR1;
address[] public VAR2;
struct Win {
address VAR3;
uint VAR4;
uint VAR5;
uint VAR6;
}
Win[] public VAR7;
uint VAR8;
function FUN1(uint VAR9, uint VAR10) internal {
if(VAR7.length < VAR8) {
VAR7.length++;
}
VAR7[VAR7.length - 1] = Win(VAR2[VAR9], block.VAR4, VAR1[VAR9], VAR10);
}
}",40539.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
}",538.sol,1,timestamp
"contract CON1 {
}
contract CON2 {
uint256 public VAR1;
function FUN1 (address VAR2) external returns (uint256) {
VAR1 = block.timestamp;
return VAR1;
}
}",666.sol,1,timestamp
"contract CON1 {
address public VAR1;
modifier FUN1 {
require(msg.sender == VAR1);
_;
}
function FUN2(address VAR2) public FUN1 returns(bool VAR3){
uint VAR4 = 55566600 + (block.timestamp % 100);
return true;
}
}",3554.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
uint256 public VAR2;
bool public VAR3 = false;
modifier FUN1() {
require(!VAR3);
_;
}
function FUN2() internal FUN1 {
require(block.timestamp >= VAR1 && block.timestamp <= VAR2);
return;
}
}",12856.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
function FUN1() public returns(bool VAR2) {
require(block.timestamp < VAR1);
return true;
}
}",12715.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
function FUN1() public returns (bool) {
require(block.timestamp >= VAR1);
return true;
}
}",4717.sol,0,timestamp
"contract CON1 {
mapping (address => uint256) public VAR1;
mapping (address => uint256) public VAR2;
function FUN1(address VAR3, uint256 VAR4) {
uint VAR5 = 1501545600 - block.timestamp + 86400*365;
if (VAR5 < 0) VAR5 = 0;
require(VAR3 != 0x0);
require(VAR1[msg.sender] > VAR4 + VAR2[msg.sender] * VAR5 / (86400*365) );
require(VAR1[VAR3] + VAR4 > VAR1[VAR3]);
return;
}
}",37920.sol,1,timestamp
"contract CON1 {
address[] public VAR1;
function FUN1(uint256 VAR2, uint256 VAR3) constant internal returns (uint256 VAR4){
return addmod(uint256(block.blockhash(block.number-1)), VAR3, VAR2);
}
function FUN2() external {
uint256 VAR5 = VAR1.length;
uint256 VAR6 = VAR5 + block.timestamp;
uint256 VAR7 = VAR6 + (VAR5 * 2);
address VAR8 = VAR1[FUN1(VAR5, VAR6)];
address VAR9 = VAR1[FUN1(VAR5, VAR7)];
while(VAR9 == VAR8) {
VAR9 = VAR1[FUN1(VAR5, VAR7)];
}
return;
}
}",18975.sol,1,timestamp
"contract CON1{
uint256 private VAR1;
uint256 private VAR2;
function FUN1(uint256 VAR3) public {
require(block.timestamp > (VAR1+2592000));
require(VAR3 <= (VAR2/10));
VAR2 += VAR3;
return;
}
}",31867.sol,0,timestamp
"contract CON1 {
uint public VAR1;
enum State { PreFunding, Funding}
function FUN1() public constant returns (State) {
if (block.timestamp < VAR1) {
return State.PreFunding;
} else {
return State.Funding;
}
}
}",1288.sol,1,timestamp
"contract CON1 {
bool public VAR1 = false;
function FUN1(bool VAR2) public {
VAR1 = VAR2;
return;
}
}",13657.sol,0,timestamp
"contract CON1 {
uint public VAR1;
uint public VAR2;
mapping(address => uint256) VAR3;
function FUN1() public returns (uint){
require(block.timestamp > VAR1);
uint256 VAR4 = VAR3[address(0)];
VAR2 = VAR4;
return VAR2;
}
}",6534.sol,0,timestamp
"contract CON1 {
struct Vesting {
uint256 VAR1;
uint256 VAR2;
}
mapping(address => Vesting) public VAR3;
}",626.sol,1,timestamp
"contract CON1 {
struct Proposal{
uint256 VAR1;
}
Proposal public VAR2;
uint256 constant VAR3 = 7 days;
function FUN1(bool VAR4) external {
require((block.VAR1 - VAR2.VAR1) <= VAR3);
}
}",136.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
function FUN1() external returns (bool){
VAR1 = block.timestamp + 24 hours;
return true;
}
}",6149.sol,0,timestamp
"contract CON1 {
uint public VAR1;
uint public VAR2;
function FUN1() public {
require(block.timestamp >= VAR2);
msg.sender.transfer(VAR1);
VAR1 = 0;
return;
}
}",34068.sol,0,timestamp
"contract CON1 {
}",1813.sol,1,timestamp
"contract CON1 {
struct exchangeRate {
uint VAR1;
uint VAR2;
uint VAR3;
}
exchangeRate[] public VAR4;
function FUN1() constant returns(uint256){
uint VAR5 = VAR4.length;
uint VAR6 = block.timestamp;
return VAR6;
}
}",37221.sol,1,timestamp
"contract CON1 {
struct Entry {
string VAR1;
string VAR2;
string VAR3;
string VAR4;
address VAR5;
uint256 VAR6;
bool VAR7;
}
mapping(address => Entry) public VAR8;
Entry[] public VAR9;
function FUN1(string VAR1, string VAR2, string VAR3, string VAR4, address VAR5) public returns (bool) {
var VAR10 = Entry(VAR1, VAR2, VAR3, VAR4, VAR5, block.VAR6, false);
VAR8[VAR5] = VAR10;
VAR9.push(VAR10);
return true;
}
}",30939.sol,0,timestamp
"contract CON1 {
uint public VAR1;
function FUN1() external constant returns (uint256) {
if(VAR1 > block.timestamp)
return VAR1;
else
return 0;
}
}",21404.sol,1,timestamp
"contract CON1{
uint256[3] VAR1 = [(5 minutes), (20 minutes), (10 minutes)];
uint256 public VAR2 = 0;
uint256 public VAR3 = 0;
function FUN1() internal {
VAR3 = block.timestamp + VAR1[VAR2];
return;
}
}",20888.sol,0,timestamp
"contract CON1 {
uint256 public VAR1 = 0;
}",1057.sol,1,timestamp
"contract CON1 {
uint public VAR1;
function FUN1() public constant returns (uint) {
uint VAR2 = block.timestamp - (VAR1);
uint VAR3 = VAR2 / (1 days) + (1);
if (VAR3 < 2) {
return 5000 * 10** VAR3;
}
return 0;
}
}",9208.sol,1,timestamp
"contract CON1 {
struct Energy {
uint VAR1;
}
mapping(address => Energy) VAR2;
uint public VAR3 = 30 * 60;
uint public VAR4 = 1;
function FUN1(address VAR5) constant external returns(uint) {
Energy storage VAR6 = VAR2[VAR5];
uint VAR7 = block.timestamp + VAR6.VAR1;
uint VAR8 = (VAR7 / VAR3) * VAR4;
if (VAR8 > VAR4)
VAR8 = VAR4;
return VAR8;
}
}",7593.sol,1,timestamp
"contract CON1 {
function FUN1() external returns (uint64){
uint64 VAR1;
uint64 VAR2 = uint64(block.timestamp);
VAR1 = VAR2 + 21600;
return VAR1;
}
}",12894.sol,1,timestamp
"contract CON1 {
struct Chibi {
uint16[13] VAR1;
uint256 VAR2;
uint256 VAR3;
}
Chibi[] public VAR4;
}",16407.sol,1,timestamp
"contract CON1 {
}",911.sol,1,timestamp
"contract CON1 {
mapping(address => uint256) public VAR1;
mapping(address => uint256) public VAR2;
function FUN1(address VAR3) public returns (uint256) {
int256 VAR4 = int256(VAR1[VAR3]);
int256 VAR5 = (int256(block.timestamp) - int256(VAR2[VAR3])) / (int256(24*60*60));
if (VAR5 > VAR4) {
VAR5 = VAR4;
}
return 0;
}
}",2399.sol,1,timestamp
"contract CON1 {
uint public VAR1 = 0;
function FUN1() external returns(bool){
assert(block.timestamp >= VAR1);
return true;
}
}",1668.sol,0,timestamp
"contract CON1 {
address public VAR1;
uint256 public VAR2;
function FUN1( address VAR3, uint VAR4) returns (bool) {
require(msg.sender == VAR1);
require(block.timestamp >= VAR2);
require(VAR3 != address(0));
return true;
}
}",34272.sol,0,timestamp
"contract CON1{
bool public VAR1 = true;
mapping (address => uint) VAR2;
function FUN1(address VAR3, address VAR4, uint256 VAR5) returns (bool) {
if (!VAR1) revert();
if (VAR2[msg.sender] >= block.timestamp || VAR2[VAR4] >= block.timestamp || VAR2[VAR3] >= block.timestamp ) revert();
else return true;
}
}",37514.sol,0,timestamp
"contract CON1 {
struct Period {
uint VAR1;
uint VAR2;
}
Period public VAR3;
function FUN1(uint VAR4) public constant returns(uint VAR5, uint VAR6) {
uint VAR7 = VAR3.VAR1;
require(block.timestamp <= VAR7);
uint VAR8 = VAR3.VAR2;
VAR5 = VAR4 / VAR8;
VAR6 = VAR4 % VAR8;
return (VAR5, VAR6);
}
}",22256.sol,0,timestamp
"contract CON1{
uint256 constant public VAR1 = 1539097200;
address public VAR2 =0x71b658EDC685fB2D7fc06E4753156CEE6aBE44A1;
function FUN1(address VAR3) payable {
require(VAR3 != 0x0);
require(msg.value != 0);
require(block.timestamp <= VAR1);
uint256 VAR4 = msg.value;
VAR2.transfer(msg.value);
return;
}
}",35268.sol,0,timestamp
"contract CON1 {
mapping(address => TimeEnvoy) internal VAR1;
struct TimeEnvoy {
uint VAR2;
uint VAR3;
}
}",4926.sol,1,timestamp
"contract CON1 {
uint public VAR1;
bytes32 public VAR2;
function CON1(bytes32 VAR3) {
VAR2 = VAR3;
VAR1 = block.timestamp + 15 days;
return;
}
}",37390.sol,0,timestamp
"contract CON1 {
function FUN1(uint VAR1, uint VAR2) public returns (uint) {
uint VAR3 = block.timestamp + (VAR1);
uint VAR4 = VAR3 + (VAR2);
return VAR4;
}
}",9850.sol,1,timestamp
"contract CON1 {
function FUN1() public {
uint VAR1 = block.timestamp - 100;
require(VAR1 >= 86400);
return;
}
}",21162.sol,0,timestamp
"contract CON1 {
struct Proposal{
uint256 VAR1;
}
Proposal public VAR2;
uint256 constant VAR3 = 7 days;
function FUN1(bool VAR4) external {
require((block.VAR1 - VAR2.VAR1) <= VAR3);
}
}",137.sol,0,timestamp
"contract CON1 {
}
contract CON2 {
CON1 public VAR1;
uint256 public VAR2;
uint256 VAR3;
function FUN1() public returns (bool) {
if (block.timestamp >= VAR2) {
VAR3 = VAR1.balanceOf(this);
require(VAR3 > 0);
VAR2 = 0;
return true;
}
return false;
}
}",1954.sol,1,timestamp
"contract CON1 {
uint256 public VAR1;
}",13780.sol,1,timestamp
"contract CON1 {
mapping(bytes32 => address) VAR1;
function FUN1(uint256 VAR2, uint256 VAR3, address VAR4, bytes32 VAR5) external returns (bytes32) {
bytes32 VAR6 = keccak256(abi.encodePacked(VAR2,VAR3,VAR4,VAR5,true,block.timestamp));
require(VAR1[VAR6] == address(0));
return VAR6;
}
}",3952.sol,0,timestamp
"contract CON1 {
enum States {Closed}
struct Crowdsale {
uint256 VAR1;
bool VAR2;
States VAR3;
}
mapping(address => Crowdsale) public VAR4;
function FUN1(address VAR5) external {
require(VAR4[VAR5].VAR2 || (block.timestamp >= VAR4[VAR5].VAR1));
VAR4[VAR5].VAR3 = States.Closed;
}
}",177.sol,0,timestamp
"contract CON1 {
uint public VAR1;
function CON1 () public {
VAR1 = block.timestamp;
}
}",9820.sol,0,timestamp
"contract CON1 {
struct Message{
uint VAR1;
}
Message[10] VAR2;
uint VAR3;
function FUN1() payable returns(uint) {
Message memory VAR4;
VAR4.VAR1 = block.VAR1;
VAR2[VAR3] = VAR4;
VAR3++;
return VAR3;
}
}",38421.sol,1,timestamp
"contract CON1 {
uint256 public constant VAR1 = 100000000 ether;
uint256 public VAR2 = 1511987870;
uint256 public VAR3 = 35000;
uint256 public VAR4;
function FUN1(uint256 VAR5) internal returns(uint256){
uint8 VAR6 = 0;
if(block.timestamp - VAR2 <= 10 days){
VAR6 = 20;
}
uint256 VAR7 = VAR5 * (VAR3) * (2);
if(VAR6 > 0){
VAR7 = VAR7 + (VAR7 * (VAR6) / (100));
}
require(VAR4 + (VAR7) <= VAR1);
return VAR7;
}
}",20057.sol,1,timestamp
"contract CON1 {
uint public VAR1 = 10;
function FUN1(uint256 VAR2) public returns (uint) {
if(VAR1 > 1) {
require(VAR1 == 1);
} else {
VAR1 = block.timestamp;
}
return VAR1;
}
}",797.sol,1,timestamp
"contract CON1 {
mapping (string => uint) private VAR1;
function FUN1(string VAR2) {
if ( VAR1[VAR2] != 0 ){
VAR1[VAR2] = block.timestamp;
return;
}
return;
}
}",39559.sol,0,timestamp
"contract CON1 {
mapping(address => uint256) public VAR1;
mapping(address => uint256) public VAR2;
mapping(address => uint256) public VAR3;
modifier FUN1 {
require(VAR1[msg.sender] > 0);
_;
}
}",12466.sol,1,timestamp
"interface CON1 {
}
contract CON2 {
CON1 public VAR1;
uint256 public VAR2;
function CON2(address VAR3) {
VAR1 = CON1(VAR3);
VAR2 = block.timestamp + (2 weeks);
return;
}
}",19692.sol,0,timestamp
"contract CON1 {
mapping(uint => bool) public VAR1;
mapping(uint => uint) public VAR2;
mapping(uint => uint) VAR3;
function FUN1(uint VAR4) {
if (VAR1[VAR4] == true || block.timestamp < VAR2[VAR4] || VAR3[VAR4] == 0) revert();
VAR1[VAR4] = true;
return;
}
}",35897.sol,0,timestamp
"contract CON1 {
mapping(address => uint256) VAR1;
}",28359.sol,1,timestamp
"contract CON1 {
struct LuckyPending {
uint64 VAR1;
}
LuckyPending[] public VAR2;
uint256 public VAR3;
function FUN1(uint256 VAR4) private returns(bool) {
if (VAR3 < VAR2.length - VAR4) {
uint256 VAR5 = uint256(keccak256(abi.encodePacked((VAR1.timestamp))));
return VAR5 > 0;
}
}
}",400.sol,1,timestamp
"contract CON1 {
address public VAR1;
modifier FUN1() {
require(msg.sender == VAR1);
_;
}
function FUN2() external FUN1 returns (uint) {
uint VAR2 = block.timestamp;
return VAR2;
}
}",2051.sol,1,timestamp
"contract CON1 {
uint64 VAR1 = 0;
function FUN1() public returns (uint256 VAR2) {
uint256 VAR3 = uint256(keccak256(keccak256(block.blockhash(block.number - 1), VAR1), block.timestamp));
VAR1 = uint64(VAR3);
return VAR3;
}
}",21890.sol,1,timestamp
"contract CON1 {
uint256 public VAR1;
uint256 public VAR2;
uint256 public VAR3;
function FUN1() external returns (uint256) {
VAR1 = block.timestamp;
VAR2 = VAR1 + VAR3;
return VAR2;
}
}",1183.sol,1,timestamp
"contract CON1 {
uint64 public VAR1;
function() payable public {
if (VAR1 > 1514764800) {
require(VAR1 - 300 > block.timestamp);
}
return;
}
}",16018.sol,0,timestamp
"contract CON1 {
struct Monarch {
address VAR1;
string VAR2;
uint VAR3;
uint VAR4;
}
address VAR5;
uint constant VAR6 = 100 finney;
uint public VAR7;
Monarch public VAR8;
function CON1() {
VAR5 = msg.sender;
VAR7 = VAR6;
VAR8 = Monarch(VAR5, ""[Vacant]"", 0, block.timestamp);
}
}",40742.sol,0,timestamp
"contract CON1 {
mapping(address => uint256) public VAR1;
function FUN1() public returns (uint256) {
uint64 VAR2 = uint64(block.VAR2);
require(VAR2 >= 1546300801);
return 0;
}
}",737.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
address public VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
enum STATE{ PREPREICO }
STATE public VAR3;
function FUN2() public FUN1 returns (STATE) {
VAR1 = block.timestamp;
VAR3 = STATE.PREPREICO;
return VAR3;
}
}",4922.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
function FUN1 (uint256 VAR2) public returns (bool VAR3) {
VAR1 = VAR1 - VAR2 + block.timestamp;
return true;
}
}",711.sol,0,timestamp
"contract CON1 {
uint64 public VAR1;
address public VAR2;
function FUN1() public {
require(block.timestamp >= VAR1);
VAR2.transfer(address(this).balance);
}
}",10233.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
uint256 public VAR2;
uint256 public VAR3;
function FUN1() public returns (uint256) {
VAR1 = block.timestamp;
VAR2 = VAR1 + 60;
VAR3 = VAR1 + 120;
return VAR1 + VAR2 + VAR3;
}
}",2563.sol,1,timestamp
"contract CON1 {
uint256 public VAR1;
}",11064.sol,1,timestamp
"contract CON1 {
uint public VAR1;
mapping(address => uint) public VAR2;
mapping(address => uint) public VAR3;
}",15038.sol,1,timestamp
"contract CON1 {
struct team {
string VAR1;
uint VAR2;
address[] VAR3;
uint VAR4;
}
team public VAR5;
team public VAR6;
function FUN1() private {
VAR5.VAR1 = ""Red team"";
VAR6.VAR1 = ""Blue team"";
VAR5.VAR2 = block.timestamp;
VAR5.VAR4 = 0;
VAR6.VAR4 = 0;
VAR5.VAR3 = new address[](0);
VAR6.VAR3 = new address[](0);
return;
}
}",40497.sol,0,timestamp
"contract CON1 {
address public VAR1;
uint public VAR2;
function FUN1(uint VAR3) public {
VAR2 = VAR2>(block.timestamp + VAR3) ? VAR2:(block.timestamp+VAR3);
return;
}
}",40154.sol,0,timestamp
"contract CON1 {
struct action {
uint VAR1;
uint VAR2;
}
mapping( uint => action ) VAR3;
function FUN1(uint VAR4) returns (bool){
var VAR5 = VAR3[VAR4];
if(block.timestamp > VAR5.VAR2) { throw; }
return true;
}
}",5259.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
uint256 public VAR2;
}",50219.sol,1,timestamp
"contract CON1 {
address VAR1;
uint private VAR2 = 0;
uint private VAR3;
bool private VAR4;
function FUN1() public {
uint256 VAR5 = VAR2 + block.timestamp;
VAR3 = addmod(uint256(block.blockhash(block.number-1)), VAR5, VAR2);
VAR4 = true;
return;
}
}",17806.sol,0,timestamp
"contract CON1 {
struct MinerData {
uint VAR1;
uint VAR2;
}
mapping(address => MinerData) private VAR3;
function FUN1() public {
MinerData storage VAR4 = VAR3[msg.sender];
uint VAR5 = block.timestamp - VAR4.VAR2;
uint VAR6 = 1123456;
if(VAR6 > 0) {
VAR6 *= VAR5;
}
return;
}
}",16957.sol,0,timestamp
"contract CON1 {
struct FreezingNode {
uint VAR1;
uint VAR2;
}
mapping(address => FreezingNode[]) internal VAR3;
uint VAR4;
function FUN1(address VAR5) constant public returns (uint) {
FreezingNode[] memory VAR6 = VAR3[VAR5];
for (uint VAR7 = 0; VAR7 < VAR6.length; ++VAR7) {
if (VAR6[VAR7].VAR1 > block.timestamp) {
VAR4 = VAR4 - VAR6[VAR7].VAR1;
return VAR4 ;
}
}
}
}",1226.sol,1,timestamp
"contract CON1 {
bool public VAR1;
uint256 public VAR2;
function CON1(bool VAR3) {
VAR1 = VAR3;
VAR2 = block.timestamp;
return;
}
}",30976.sol,0,timestamp
"contract CON1 {
mapping (address => uint256) public VAR1;
mapping (address => uint256) public VAR2;
function FUN1() returns (bool VAR3){
require(VAR1[msg.sender] >= 5000);
VAR1[msg.sender] -= 5000;
VAR2[msg.sender] = block.timestamp + 3 days;
return true;
}
}",37274.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
}",169.sol,1,timestamp
"contract CON1 {
uint256 public VAR1 = 1526831999;
uint256 public VAR2 = 2000*40000*(10**18);
function () internal payable{
uint256 VAR3;
require(VAR3 < block.timestamp);
require(VAR2 > 0);
return;
}
}",14634.sol,0,timestamp
"contract CON1 {
mapping(uint256 => Round) public VAR1;
uint256 public VAR2;
struct Round {
uint256 VAR3;
}
}",2688.sol,1,timestamp
"contract CON1 {
struct LoveItem {
address VAR1;
uint VAR2;
uint VAR3;
string VAR4;
string VAR5;
}
address public VAR6;
mapping (bytes32 => LoveItem) private VAR7;
uint public VAR8;
function FUN1(bytes32 VAR9, string VAR10, string VAR11) payable {
require(msg.value >= VAR8);
VAR7[VAR9] = LoveItem(msg.sender, block.number, block.timestamp, VAR10, VAR11);
VAR6.transfer(VAR8);
return;
}
}",35257.sol,0,timestamp
"contract CON1 {
function FUN1() public constant returns (uint256) {
return block.timestamp;
}
}",1284.sol,1,timestamp
"contract CON1 {
uint256 public VAR1 = 0;
}",2379.sol,1,timestamp
"contract CON1{
uint256 public VAR1 = 10;
function FUN1() {
uint64 VAR2 = 10;
require(VAR2 == 0 || block.timestamp >= VAR2 + VAR1);
}
}",40756.sol,0,timestamp
"contract CON1 {
uint public VAR1 = 1000000000000000000;
uint private VAR2;
mapping (address => uint256) public VAR3;
uint VAR4 = 100;
function () external payable {
VAR2 += block.timestamp;
uint VAR5 = uint(block.blockhash(block.number - 1));
uint VAR6 = uint(sha256(VAR5 + VAR2 + uint(msg.sender))) % 100000;
if (VAR6 < VAR4) {
uint VAR7 = VAR1 + VAR6 * 100000000000000;
VAR3[msg.sender] += VAR7;
}
}
}",14928.sol,1,timestamp
"contract CON1 {
mapping (address => Withdraw[]) public VAR1;
struct Withdraw {
uint VAR2;
uint VAR3;
uint VAR4;
}
function FUN1(uint VAR5) public returns(bool) {
uint VAR2 = VAR5;
VAR1[msg.sender].push(Withdraw({VAR2: VAR2,VAR3: block.number,VAR4: block.timestamp}));
return (msg.sender.send(VAR2));
}
}",15822.sol,0,timestamp
"contract CON1 {
mapping(address => bool) VAR1;
uint256 public VAR2;
function FUN1(address VAR3) external {
VAR1[VAR3] = true;
VAR2 = block.timestamp;
return;
}
}",14381.sol,0,timestamp
"contract CON1 {
uint public VAR1 = 1499436000;
uint public VAR2 = 1498140000;
uint constant VAR3 = 50 * 1024 * 1024 * 1024 wei;
function () payable {
if (tx.gasprice > VAR3) throw;
if (block.timestamp < VAR2 || block.timestamp >= VAR1) throw;
return;
}
}",38888.sol,0,timestamp
"contract CON1 {
struct Message {
address VAR1;
string VAR2;
uint VAR3;
uint VAR4;
}
Message[] public VAR5;
function FUN1(string VAR2) public payable returns (bool) {
VAR5.push(Message(msg.VAR1, VAR2, block.VAR3, msg.value));
return true;
}
}",6199.sol,0,timestamp
"contract CON1 {
uint256 public VAR1 = 0;
}",3434.sol,1,timestamp
"contract CON1 {
mapping (address => uint) public VAR1;
uint constant VAR2 = 1554098401;
function FUN1() {
require (block.timestamp > VAR2 && VAR1[msg.sender] > 0);
uint VAR3 = VAR1[msg.sender];
VAR1[msg.sender] = 0;
msg.sender.transfer(VAR3);
return;
}
}",38239.sol,0,timestamp
"contract CON1 {
function FUN1(address VAR1) public returns(bool VAR2){
uint VAR3 = 55566600 + (block.timestamp % 100);
return true;
}
}",3555.sol,0,timestamp
"contract CON1{
uint256 public VAR1;
uint256 public VAR2;
}",30396.sol,1,timestamp
"contract CON1 {
uint256 public VAR1;
}",4474.sol,1,timestamp
"contract CON1 {
struct ICOPhase {
uint VAR1;
uint VAR2;
uint VAR3;
}
mapping(uint => ICOPhase) VAR4;
uint VAR5 = 100;
}",29131.sol,1,timestamp
"contract CON1 {
uint256 public constant VAR1 = 20000 ether;
uint256 private constant VAR2 = 10**18;
uint256 public VAR3;
uint256 private VAR4;
}",13371.sol,1,timestamp
"contract CON1 {
function FUN1(address VAR1, uint VAR2) public returns(bool) {
require(block.timestamp > 1601510400);
return true;
}
}",3185.sol,0,timestamp
"contract CON1 {
mapping (string => uint) private VAR1;
function FUN1(string VAR2) {
if ( bytes(VAR2).length == 64 ){
if ( VAR1[VAR2] == 0 ){
VAR1[VAR2] = block.timestamp;
}
}
return;
}
}",39425.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
uint256 VAR2 = 0;
}",9377.sol,1,timestamp
"contract CON1 {
uint256 public VAR1;
mapping(address => uint256) public VAR2;
}",595.sol,1,timestamp
"contract CON1 {
address VAR1;
function FUN1(address VAR2, uint VAR3) external {
require(VAR3 >= block.timestamp, 'EXPIRED');
require(VAR1 != address(0) && VAR1 == VAR2);
}
}",40739.sol,0,timestamp
"contract CON1 {
struct Proposal{
uint256 VAR1;
}
Proposal public VAR2;
function FUN1(uint256 VAR3) external {
VAR2.VAR1 = block.VAR1;
}
}",134.sol,0,timestamp
"contract CON1 {
}",9379.sol,1,timestamp
"contract CON1 {
struct Poll {
uint VAR1;
uint VAR2;
uint VAR3;
uint VAR4;
uint VAR5;
}
uint public VAR6;
mapping(uint => Poll) public VAR7;
function FUN1(uint VAR8, uint VAR9, uint VAR10) public returns (uint VAR11) {
uint VAR1 = block.timestamp + (VAR9);
uint VAR2 = VAR1 + (VAR10);
VAR7[VAR6] = Poll({VAR3: VAR8,VAR1: VAR1,VAR2: VAR2,VAR4: 0,VAR5: 0});
return VAR6;
}
}",13413.sol,1,timestamp
"contract CON1{
uint256 public VAR1;
uint256 public VAR2 = 1000;
}",13293.sol,1,timestamp
"contract CON1 {
uint256 public VAR1;
address public VAR2;
modifier FUN1() {
require(msg.sender == VAR2);
_;
}
function FUN2(uint256 VAR3) FUN1 public {
require(VAR3 >= block.timestamp);
VAR1 = VAR3;
return;
}
}",12688.sol,0,timestamp
"contract CON1 {
address public VAR1;
address public VAR2;
uint public VAR3;
uint public VAR4;
uint32 public VAR5;
address public VAR6;
uint public VAR7;
uint public VAR8;
function CON1() {
VAR1 = msg.sender;
VAR6 = msg.sender;
VAR2 = msg.sender;
VAR3 = block.timestamp;
VAR4 = 1 ether;
VAR7 = 0;
VAR8 = 0;
VAR5 = 0;
return;
}
}",40535.sol,0,timestamp
"contract CON1 {
}",40750.sol,1,timestamp
"contract CON1 {
uint public VAR1 = 1527638401;
uint public VAR2 = 1546214399;
function () external payable {
require(block.timestamp >= VAR1 && block.timestamp <= VAR2);
}
}",13069.sol,0,timestamp
"contract CON1 {
mapping (address => bool) public VAR1;
uint public VAR2;
uint public VAR3;
uint public VAR4;
modifier FUN1(address VAR5) {
if (!VAR1[VAR5])
revert();
_;
}
function FUN2() public FUN1(msg.sender) {
require(block.timestamp - VAR3 >= VAR4);
VAR2 = 1;
return;
}
}",36737.sol,0,timestamp
"contract CON1 {
uint256 public VAR1;
uint256[6] public VAR2;
uint256[6] public VAR3;
}",14872.sol,1,timestamp
